Protein.Acc,uniprot,Protein.Descriptions,up/low,P value.(up/low),length,Mass,pI,charge,alphaHelixIndex,BetaSheet,hdrophobicity,instabilityIndex
AT1G61190.1,O22727,LRR and NB-ARC domains-containing disease resistance protein,1.881771534,1.26124e-5,967,111531.85194000001,6.648712306257682,-18.023405591373606,0.8571976810301276,0.7494940141688907,-0.15739400206825235,42.741571871768365
AT1G61570.1,Q9XH48,translocase of the inner mitochondrial membrane 13,0.696730854,8.40342e-4,87,9411.69344,5.0363111180242335,-2.210757953780333,0.7523557701437853,0.4774866231116323,-0.24367816091954025,69.49195402298851
AT1G61620.1,Q9SY88,phosphoinositide binding,1.931253665,2.27066e-6,310,35023.83894,8.14095114840022,0.3764743225950733,0.802662690615329,0.6608613690150211,-0.7661290322580645,48.73290322580645
AT1G61670.1,Q8GYD0,Lung seven transmembrane receptor family protein,2.111787194,2.56899e-5,513,57689.95804,5.824444267287525,-7.126268907266743,0.7763713290913742,0.7958975907519765,0.1711500974658869,33.61461988304094
AT1G61770.1,Q8GUN6,Chaperone DnaJ-domain superfamily protein,0.87715466499999994,0.089738771,300,34952.12014,9.643220457920139,10.009612539529359,0.6611621160698143,0.6338307012442612,-0.5003333333333333,47.708999999999996
AT1G61790.1,Q9SYB5,Oligosaccharyltransferase complex/magnesium transporter family protein,0.69681222,0.003285507,346,38806.08294,9.78155697146838,5.732528621297835,0.6503383893106858,0.6613462874853563,0.20693641618497108,39.03728323699422
AT1G61870.1,Q8LE47,pentatricopeptide repeat 336,0.887313339,0.022369311,408,45757.91364,8.772571066850809,5.010538852833202,0.7761897371613441,0.7889746578824866,-0.25514705882352945,38.1421568627451
AT1G61990.1,O80704,Mitochondrial transcription termination factor family protein,0.714779817,0.008162735,414,46248.16884,10.232089874396427,20.426223616476495,0.718637710975212,0.6743451156298347,-0.02729468599033818,43.63140096618358
AT1G62010.1,O80705,Mitochondrial transcription termination factor family protein,0.524030753,0.001887876,415,46438.78254,10.146895743332765,15.083489995541647,0.726872515876451,0.8384920686630264,-0.13927710843373498,45.78361445783133
AT1G62020.1,Q94A40,"Coatomer, alpha subunit",1.009369763,0.725029374,1216,136566.10524,6.964164761907678,-13.382726521731371,0.7465619168786308,0.7613560995794327,-0.22491776315789475,38.47434210526316
AT1G62200.1,Q93Z20,Major facilitator superfamily protein,0.837948205,0.018468276,590,65496.04624,6.956908161398281,-4.347986628875933,0.995676315488765,0.7553710195072408,0.3452542372881356,30.893559322033898
AT1G62380.1,Q41931,ACC oxidase 2,1.198288146,0.124252894,320,36183.01304,4.743698068681595,-17.161235174951578,0.6815464871393827,0.6811012415534321,-0.4984375,34.270625
AT1G62390.1,O48802,Octicosapeptide/Phox/Bem1p (PB1) domain-containing protein / tetratricopeptide repeat (TPR)-containing protein,1.17088923,0.007958999,751,82708.15394,5.319098366866068,-24.548835405252735,0.6786930383474782,0.9678991309535191,-0.5716378162450066,45.40266311584554
AT1G62730.1,Q9SI77,Terpenoid synthases superfamily protein,0.688583773,3.46077e-4,304,34032.19154,9.00447361142066,3.1946403044448397,0.8677804015794124,0.8506553259071612,-0.15526315789473688,38.50986842105263
AT1G62740.1,Q5XEP2,"stress-inducible protein, putative",1.459165358,2.42158e-4,571,64519.62774,6.049846448418504,-10.508657782254986,0.7935714043795957,0.7454018700941861,-0.9206654991243434,39.86987740805605
AT1G62820.1,Q8VZ50,Calcium-binding EF-hand family protein,1.856414637,5.58802e-4,148,16578.83834,4.621419400273371,-7.005142058471838,0.8292210653739723,0.7857357042520224,-0.35743243243243245,41.43378378378379
AT1G63050.1,Q9CAN8,MBOAT (membrane bound O-acyl transferase) family protein,1.185920271,0.299789959,465,52769.21294,9.494691070429397,11.846830848744698,0.7418174338159869,0.7181197084379963,0.38043010752688167,36.7141935483871
AT1G63160.1,Q9CAM7,replication factor C 2,1.051376652,0.889552009,333,36747.31934,7.813614416863121,-0.7845669558294017,0.7983769439388226,0.6944366151932851,-0.0846846846846847,39.0996996996997
AT1G63270.1,Q9C8T1,non-intrinsic ABC protein 10,0.400000969,1.86143e-4,229,25975.58274,10.50792270945566,7.739851740618484,0.8977005665645095,0.6746907401089423,-0.08427947598253278,41.68340611353712
AT1G63420.1,Q9SH28,Arabidopsis thaliana protein of unknown function (DUF821),1.051170442,0.276794394,578,67058.67144,9.104742751872834,10.856998471720749,0.8126572404782689,0.7198099942699471,-0.5570934256055363,43.155017301038065
AT1G63440.1,Q9SH30,heavy metal atpase 5,0.778306676,0.070124085,995,108336.47804,6.373577506275504,-12.807275618684702,0.7848221387809854,0.7652127677982079,0.12783919597989948,33.163216080402016
AT1G63500.1,F4I3M3,Protein kinase protein with tetratricopeptide repeat domain,2.331237554,5.3459e-7,487,54798.25454,6.3269038005385605,-11.751353358374702,0.8096233617455334,0.7212459962521905,-0.4322381930184805,44.26981519507187
AT1G63660.1,Q9CAD1,"GMP synthase (glutamine-hydrolyzing), putative / glutamine amidotransferase, putative",1.485859357,5.96725e-4,534,59315.08004,6.5128546532841,-11.867385790028894,0.8316030188989195,0.6189913131123762,-0.15711610486891386,38.92078651685393
AT1G63780.1,Q9S826,Ribosomal RNA processing Brix domain protein,0.763581119,0.002432801,294,34106.03634,9.85807867819847,7.0393504243058675,0.8150995255376817,0.9409094981928653,-0.6346938775510204,47.788095238095245
AT1G64090.1,Q9SH59,Reticulan like protein B3,0.64146318,5.14965e-5,255,28696.44244,8.889596949929699,1.7587916722114048,0.7892654014710726,0.672212983876804,0.039215686274509776,42.76313725490196
AT1G64200.1,P0CAN7,vacuolar H+-ATPase subunit E isoform 3,0.835708525,0.00227973,237,27085.10004,6.113241107117139,-7.4187597919006585,0.7684159078367142,0.766285210414798,-0.4978902953586498,42.86582278481013
AT1G64220.1,Q3ECI7,translocase of outer membrane 7 kDa subunit 2,0.768130601,0.073624279,77,8361.79944,10.981600563350256,10.001244607661096,0.542646367903304,0.6986627680757578,-0.2155844155844156,32.67402597402597
AT1G64330.1,Q9C7V7,myosin heavy chain-related,0.865900248,9.46539e-4,555,64494.46004,4.820677192069762,-34.140614373285686,0.7698377791483747,0.9640734223315149,-1.0864864864864865,50.9963963963964
AT1G64520.1,Q9SGW3,regulatory particle non-ATPase 12A,1.611802283,1.78863e-6,267,30705.89374,4.538126575237238,-15.203795939462127,0.7053554426321692,0.7685765253757868,-0.2891385767790262,33.87378277153558
AT1G64550.1,Q8H0V6,general control non-repressible 3,1.544632367,8.26467e-4,715,79643.82064,5.973401101487478,-19.881720319279328,0.7122062869043491,0.8436199331718384,-0.28937062937062935,38.871048951048955
AT1G64760.1,Q6NKW9,O-Glycosyl hydrolases family 17 protein,2.717208787,3.85693e-7,481,52281.43104,4.818622711424562,-12.12603052707057,0.6362379704493153,0.6498071814246309,0.028898128898128875,34.08565488565489
AT1G64790.1,A0A1P8AT97,ILITYHIA,0.779056632,0.152969972,2610,284778.64694,7.162039117026734,-19.06726457844867,0.8521357329221307,0.8632095236477912,0.12157088122605363,40.51344827586207
AT1G64850.1,Q9XIR0,Calcium-binding EF hand family protein,0.852867507,0.012369944,162,18097.96964,6.524319244035292,-1.6033214418411341,0.6686349652214907,0.894974844180432,0.024074074074074067,36.54938271604938
AT1G64880.1,Q6GKU7,Ribosomal protein S5 family protein,0.930999493,0.256082957,515,60236.00274,7.638965287510125,-0.9556259863294878,0.761166261582531,0.7804861345910274,-0.9557281553398058,48.31611650485437
AT1G64970.1,Q9ZSK1,gamma-tocopherol methyltransferase,0.765639743,0.005814264,348,38075.49684,7.191206362984217,-3.0241589263254656,0.793878393300674,0.798137836832995,-0.16379310344827588,53.083045977011494
AT1G65020.1,Q5XF12,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endoplasmic reticulum, plasma membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: NERD (InterPro:IPR011528); Has 69 Blast hits to 69 proteins in 27 species: Archae - 0; Bacteria - 18; Metazoa - 8; Fungi - 0; Plants - 36; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink).",1.150519787,0.170601803,319,35623.74334,8.983758400310222,3.091447454695201,0.7877417601281622,0.6834503236809755,-0.2200626959247649,33.03479623824451
AT1G65030.1,Q5XEV4,Transducin/WD40 repeat-like superfamily protein,1.198647423,0.011725755,345,37455.38024,6.906239222346468,-4.385560951100954,0.6773188750912843,0.7259755404109388,-0.23971014492753623,41.70202898550725
AT1G65032.1,Q9SS56,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.821983034,0.006890968,91,10324.96554,10.660884607953896,7.966428306989883,0.7887676887624923,0.5189763580739486,-0.3912087912087912,41.7010989010989
AT1G65220.1,Q93ZY6,ARM repeat superfamily protein,1.225182084,0.027520242,411,47060.11414,5.18670382682746,-8.934904512795411,0.8164767911697003,0.6661321850721525,-0.28832116788321166,37.00973236009733
AT1G65240.1,Q9S9K4,Eukaryotic aspartyl protease family protein,1.992932965,4.84056e-7,475,51828.25004,5.280694677302781,-16.77447098588248,0.7066287991909883,0.7382711069700342,0.02336842105263156,38.00484210526316
AT1G65260.1,O80796,plastid transcriptionally active 4,1.799875327,9.58405e-5,330,36392.27504,9.702585682047786,6.054470079780653,0.8731831987287613,0.6961002919539832,-0.5612121212121213,47.231818181818184
AT1G65270.2,O80798,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endoplasmic reticulum, plasma membrane; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; Has 149 Blast hits to 149 proteins in 49 species: Archae - 0; Bacteria - 0; Metazoa - 98; Fungi - 0; Plants - 47; Viruses - 0; Other Eukaryotes - 4 (source: NCBI BLink).",1.239364755,0.02016175,292,32534.65204,6.3719317242321285,-3.5786086184223507,0.6144774198448792,0.7209414406866801,-0.40136986301369865,55.2013698630137
AT1G65290.1,O80800,mitochondrial acyl carrier protein 2,0.571743011,0.001358249,126,14167.15814,4.6191589772969195,-5.306325829180256,0.7565889267689813,0.6449170805723599,-0.19444444444444445,34.11666666666667
AT1G65410.1,Q9AT00,non-intrinsic ABC protein 11,0.799163899,0.015862256,345,37518.09404,7.859309520784545,-0.7279727680384902,0.7919451112170286,0.6778642857487619,-0.07565217391304349,43.775942028985504
AT1G65540.1,O04471,LETM1-like protein,0.475026577,7.51076e-6,736,83560.60184,5.2614422582259515,-14.578571510025233,0.8804377848939763,0.8391049245566928,-0.5207880434782609,54.83206521739131
AT1G65930.1,Q9SRZ6,cytosolic NADP+-dependent isocitrate dehydrogenase,1.033302211,0.443514565,410,45746.21534,6.522381230180895,-5.786897005628333,0.7276294936801243,0.6744498039437572,-0.32097560975609757,19.811219512195123
AT1G65980.1,Q9XEX2,thioredoxin-dependent peroxidase 1,1.407392722,0.001589176,162,17427.99074,4.997782000656202,-6.571774666609906,0.584324520785438,0.7244490882962619,0.05123456790123455,29.007407407407406
AT1G66250.1,Q9C7U5,O-Glycosyl hydrolases family 17 protein,1.859892122,4.81706e-7,505,54206.45314,5.574047673522392,-10.77949400751955,0.5662057147356699,0.6116382126137738,0.04237623762376236,33.443366336633666
AT1G66530.1,Q9C713,"Arginyl-tRNA synthetase, class Ic",0.702308456,0.009899947,590,66446.25934,6.281145801363501,-8.700846721656925,0.7509254642033621,0.733326328242807,-0.21203389830508476,35.17762711864407
AT1G66580.1,Q93W22,senescence associated gene 24,0.982500306,0.518185445,221,24929.23264,11.222018286301026,27.9681332101869,0.8795418760112305,0.8778188345512674,-0.4339366515837104,35.229864253393664
AT1G66820.1,Q9C9N4,glycine-rich protein,1.165005222,0.180103366,109,11048.52064,8.216777290206371,0.3938006246941703,0.7288082521089659,0.6498983041541522,0.08440366972477062,17.51467889908257
AT1G67350.1,Q9FYF8,unknown protein; Has 2 Blast hits to 2 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 2; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.725052202,3.36346e-4,98,11791.24014,5.208496230784434,-4.285543916035218,0.5869892678775416,0.6658429706199321,-0.9806122448979593,64.64897959183675
AT1G67360.1,Q9FYF7,Rubber elongation factor protein (REF),0.661440494,6.16262e-4,240,26425.13564,9.405338729085344,3.983680478968612,0.634847049994904,0.5358677855283895,-0.38166666666666665,21.939583333333335
AT1G67390.1,Q9FYF4,F-box family protein,0.7944394,0.016535964,479,54474.04914,8.809644501587032,5.2212137175413815,0.6830523548571108,0.7510019292498142,-0.15782881002087684,34.64759916492693
AT1G67680.1,Q9FXD4,SRP72 RNA-binding domain,1.137132267,0.011194919,664,73069.68844,9.275995896685345,8.880586439875925,0.8488337482809102,0.6150271108628049,-0.44457831325301206,42.602861445783134
AT1G67690.1,F4HTQ1,Zincin-like metalloproteases family protein,0.799053938,0.145816249,710,80291.37904,6.356981084236304,-15.45154021902187,0.8533943163560372,0.8310844446638627,-0.11352112676056342,41.084647887323946
AT1G67730.1,Q8L9C4,beta-ketoacyl reductase 1,0.873095509,0.047550528,318,35761.90084,9.923237847273628,14.422811202264386,0.741591618459616,0.6679443873449717,0.022012578616352186,39.652830188679246
AT1G67930.1,Q9C9V9,Golgi transport complex protein-related,0.590488027,5.55637e-4,832,91651.05124,7.452663598941394,-3.79075814039673,0.8309978981230991,0.7611399772692267,-0.15180288461538466,55.85637019230769
AT1G68070.1,Q9C9X1,"Zinc finger, C3HC4 type (RING finger) family protein",1.083203208,0.074826956,343,38298.18584,4.962263004377526,-14.678990576377325,0.7026311534320832,0.8387387626388556,0.11895043731778422,56.054810495626825
AT1G68100.1,Q9M647,ZIP metal ion transporter family,0.678301956,0.04572756,469,50582.81094,6.305678674905853,-25.809910254238158,0.7706535602840853,0.5844493728220598,-0.06823027718550109,37.68528784648188
AT1G68220.1,Q9C9F7,Protein of unknown function (DUF1218),1.331373308,0.00210372,201,21410.74594,8.19940324510849,0.517944774120588,0.5137132500320012,0.49702943483421663,0.39203980099502483,36.496019900497515
AT1G68300.1,Q9C9G5,Adenine nucleotide alpha hydrolases-like superfamily protein,0.810894682,0.001878081,160,17331.94744,5.7078208666897385,-4.770838146787426,0.5284558713847916,0.6006220057850309,-0.03375000000000001,36.62625
AT1G68370.1,Q9ZSY2,Chaperone DnaJ-domain superfamily protein,0.822978141,0.002142424,410,45483.92374,6.537006189569641,-4.228157259808331,0.6848766577247448,0.626290951897836,-0.6170731707317073,33.063170731707324
AT1G68470.1,Q9CA34,Exostosin family protein,0.794133439,0.006233649,455,52904.55984,8.033874761747203,-0.4190096988973008,0.7666669968564848,0.7106295966525562,-0.3802197802197802,43.02131868131868
AT1G68680.1,Q8L9R6,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 16 growth stages; Has 20 Blast hits to 20 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 20; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.617725421,0.00474705,75,8350.99564,10.592504911866838,5.9901950790549545,0.5337915494667393,0.6675240959741815,0.17599999999999996,48.96000000000001
AT1G69340.1,Q94JV1,appr-1-p processing enzyme family protein,1.563575234,4.07368e-5,562,63305.03614,6.6979418364156444,-8.958993632783834,0.9308121286852113,0.7256344179939249,-0.35960854092526695,39.5779359430605
AT1G69380.1,Q9C565,Protein of unknown function (DUF155),0.591882918,0.001475492,373,42344.30644,5.780463854646417,-6.233046750766283,0.7719698430654615,0.7785256072634031,-0.16997319034852548,36.368900804289545
AT1G69390.1,Q9C4Z7,homologue of bacterial MinE 1,1.174626634,0.059746496,229,25747.92464,6.797912429438272,-2.560445743803169,0.6890267764979421,0.7958659983895082,-0.4222707423580786,53.37467248908297
AT1G69410.1,Q9C505,eukaryotic elongation factor 5A-3,1.425178537,1.6631e-5,158,17207.38794,5.815758914920293,-8.099311375981681,0.634418859717101,0.6036910827630096,-0.44936708860759494,32.01012658227848
AT1G69460.1,Q8VY92,emp24/gp25L/p24 family/GOLD family protein,0.919112017,0.137766657,214,24413.86664,6.675745932405092,-4.792808574006209,0.6139545668108817,0.6791230257166508,-0.2476635514018692,36.9233644859813
AT1G69620.1,Q9FE65,ribosomal protein L34,0.905051809,0.111276388,119,13650.10884,12.12758724138189,26.684499502295992,0.7116368094574294,0.5446926144936582,-0.8478991596638656,45.313445378151265
AT1G69700.1,Q9S784,HVA22 homologue C,0.560494129,0.009508684,184,22033.34974,6.6827500887972455,-2.311517917475734,0.8677669784090682,0.5489641419519858,-0.32717391304347826,46.466847826086955
AT1G69840.7,Q9CAR7,SPFH/Band 7/PHB domain-containing membrane-associated protein family,2.068149444,1.19096e-6,286,31405.606639999998,5.077962296444556,-9.467678515298157,0.7540756056597555,0.8849673544372922,-0.21748251748251748,34.24125874125875
AT1G69980.1,A1A6I1,unknown protein; LOCATED IN: endomembrane system; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; Has 30 Blast hits to 30 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 30; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,1.311048645,0.118232491,205,22844.72274,8.358584867808155,1.2141942624255693,0.7582096132583803,0.8079341084254325,-0.5375609756097561,64.17365853658536
AT1G70190.1,O04527,"Ribosomal protein L7/L12, oligomerisation;Ribosomal protein L7/L12, C-terminal/adaptor protein ClpS-like",0.600807154,2.26967e-5,208,22722.20814,5.9391396045227625,-2.029166537977444,0.8141425006520605,0.6537530301690722,-0.2850961538461539,53.74903846153847
