uniprot,Protein.Acc,Protein.Descriptions,up/low,P value.(up/low)
Q8LD27,AT4G31300.1,N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein,1.214631046,0.043384925
Q9LYV6,AT5G13200.1,GRAM domain family protein,1.21426905,0.007690131
Q9ZUT9,AT2G37270.2,ribosomal protein 5B,1.213059395,0.040482719
Q96282,AT5G49890.1,chloride channel C,1.212759785,0.002993748
O80576,AT2G44060.1,"Late embryogenesis abundant protein, group 2",1.212260227,0.002491906
Q9ASW4,AT3G21215.1,RNA-binding (RRM/RBD/RNP motifs) family protein,1.212254642,0.001552545
Q6NPN3,AT5G18550.1,Zinc finger C-x8-C-x5-C-x3-H type family protein,1.211795733,0.084519847
O82240,AT2G47710.1,Adenine nucleotide alpha hydrolases-like superfamily protein,1.211550906,0.226672411
Q96291,AT3G11630.1,Thioredoxin superfamily protein,1.211515686,0.006545125
Q9FLW9,AT5G52920.1,plastidic pyruvate kinase beta subunit 1,1.211062687,0.002708124
Q8VZ95,AT3G60600.1,vesicle associated protein,1.211004087,0.008137765
Q94K80,AT4G35890.1,winged-helix DNA-binding transcription factor family protein,1.21020682,0.18851271
Q8RXN7,AT2G39420.1,alpha/beta-Hydrolases superfamily protein,1.210183652,0.002869313
Q8W033,AT4G34240.1,aldehyde dehydrogenase 3I1,1.209967052,0.012436083
Q8LC77,AT1G26750.1,unknown protein; Has 44 Blast hits to 44 proteins in 16 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 44; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,1.209883689,0.065484205
Q8GYY0,AT5G51690.1,1-amino-cyclopropane-1-carboxylate synthase 12,1.209041518,0.107162075
Q8VYY8,AT2G43630.1,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast thylakoid membrane, chloroplast, nucleus, chloroplast envelope; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: glycine-rich protein (TAIR:AT3G59640.2); Has 67 Blast hits to 67 proteins in 20 species: Archae - 0; Bacteria - 4; Metazoa - 9; Fungi - 1; Plants - 49; Viruses - 2; Other Eukaryotes - 2 (source: NCBI BLink).",1.208481734,0.037691338
Q9AST5,AT5G49540.1,Rab5-interacting family protein,1.207640457,0.188210708
Q9SIV9,AT2G16430.2,purple acid phosphatase 10,1.206774678,0.003876944
Q9LVB6,AT5G62200.1,"Embryo-specific protein 3, (ATS3)",1.206316063,0.05156905
Q9SIP7,AT2G31610.1,Ribosomal protein S3 family protein,1.205599558,0.008876029
O22704,AT1G60660.1,cytochrome B5-like protein,1.204930383,0.005296121
Q6NQM0,AT3G01800.1,Ribosome recycling factor,1.203703297,0.003047955
A0A1P8AUR0,AT1G21170.1,Exocyst complex component SEC5,1.203633181,0.000514509
Q9C6I8,AT1G50920.1,Nucleolar GTP-binding protein,1.203072933,0.021098234
Q9LNJ3,AT1G01300.1,Eukaryotic aspartyl protease family protein,1.202946905,0.000541315
Q9CAV0,AT3G04840.1,Ribosomal protein S3Ae,1.202868402,0.008299756
O81062,AT2G03120.1,signal peptide peptidase,1.202789491,0.174821128
Q9MAL1,AT1G44960.1,SNARE associated Golgi protein family,1.201040623,0.118829277
Q84VW0,AT4G15930.1,Dynein light chain type 1 family protein,1.200888097,0.017564083
Q9FKP4,AT5G65460.1,kinesin like protein for actin based chloroplast movement 2,1.200680843,0.096885488
Q42262,AT4G34670.1,Ribosomal protein S3Ae,1.200534303,0.006980454
Q9SIN2,AT2G42570.1,TRICHOME BIREFRINGENCE-LIKE 39,1.199723454,0.022755827
Q9SCW1,AT3G13750.1,beta galactosidase 1,1.199608489,0.000379969
Q8VYP9,AT1G26120.1,alpha/beta-Hydrolases superfamily protein,1.199597069,0.011004994
O23676,AT1G02140.1,mago nashi family protein,1.199373818,0.011672031
Q5XEV4,AT1G65030.1,Transducin/WD40 repeat-like superfamily protein,1.198647423,0.011725755
Q41931,AT1G62380.1,ACC oxidase 2,1.198288146,0.124252894
Q8L7B6,AT1G19880.1,Regulator of chromosome condensation (RCC1) family protein,1.19745568,0.03060498
Q9LUJ5,AT3G22660.1,rRNA processing protein-related,1.197333773,0.021215343
Q9FJP0,AT5G65250.1,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,1.197225143,0.001411987
Q9LJE4,AT3G13470.1,TCP-1/cpn60 chaperonin family protein,1.19624112,0.094858864
Q9LZ66,AT5G04590.1,sulfite reductase,1.196132109,0.001292205
Q29Q34,AT5G19440.1,NAD(P)-binding Rossmann-fold superfamily protein,1.195862438,0.00136208
Q38882,AT3G15730.1,phospholipase D alpha 1,1.195623726,0.000261471
Q9M3H5,AT4G37270.1,heavy metal atpase 1,1.195377768,0.088523918
Q8LGG0,AT5G64350.1,FK506-binding protein 12,1.195054839,0.082096187
Q39099,AT2G06850.1,xyloglucan endotransglucosylase/hydrolase 4,1.195030427,0.008873702
Q9FHB8,AT5G52420.1,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endoplasmic reticulum; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G23920.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,1.194314773,0.15991472
Q38924,AT2G27190.1,purple acid phosphatase 12,1.192978227,0.073653105
Q9S799,AT3G01740.1,Mitochondrial ribosomal protein L37,1.192273244,0.03571778
Q84J78,AT4G11060.1,mitochondrially targeted single-stranded DNA binding protein,1.191739971,0.120558632
Q67XU1,AT5G09960.1,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: RPM1-interacting protein 4, defence response (InterPro:IPR008700); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G64850.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",1.19143037,0.004203553
Q9SRI1,AT3G01340.2,Transducin/WD40 repeat-like superfamily protein,1.190730089,0.05842849
Q6ICZ8,AT5G13850.1,nascent polypeptide-associated complex subunit alpha-like protein 3,1.189854297,0.031405453
Q9M158,AT4G01050.1,thylakoid rhodanese-like,1.189788211,0.080214982
Q9SZB2,AT4G33350.1,Tic22-like family protein,1.189510965,0.001991873
O80889,AT2G32520.1,alpha/beta-Hydrolases superfamily protein,1.188343055,0.062267855
Q0WPQ2,AT3G23150.1,"Signal transduction histidine kinase, hybrid-type, ethylene sensor",1.188143233,0.223108746
Q9ASV4,AT4G16143.1,importin alpha isoform 2,1.187896954,0.001258487
O22243,AT2G47680.1,zinc finger (CCCH type) helicase family protein,1.187606809,0.020470123
Q9LVT8,AT5G47210.1,Hyaluronan / mRNA binding family,1.187465985,0.019201803
Q9FZG9,AT1G41830.1,SKU5-similar 6,1.186857701,0.031969722
Q9M9M4,AT3G03050.1,cellulose synthase-like D3,1.186663398,0.02301261
Q9CAN8,AT1G63050.1,MBOAT (membrane bound O-acyl transferase) family protein,1.185920271,0.299789959
Q9FJA6,AT5G35530.1,Ribosomal protein S3 family protein,1.18440614,0.001350105
Q93Y22,AT5G05010.2,clathrin adaptor complexes medium subunit family protein,1.184209531,0.000166978
O22143,AT2G45290.1,Transketolase,1.184184066,0.004452611
Q9LTZ0,AT3G27400.1,Pectin lyase-like superfamily protein,1.183546764,0.004699042
Q8SAB7,AT4G16340.1,guanyl-nucleotide exchange factors;GTPase binding;GTP binding,1.182992196,0.059363118
Q84JH2,AT5G48650.1,Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain,1.181346733,0.004204639
Q9FZ24,AT1G02370.1,Tetratricopeptide repeat (TPR)-like superfamily protein,1.181006114,0.003515941
Q9XJ36,AT1G12410.1,CLP protease proteolytic subunit 2,1.180408334,0.010455515
Q39255,AT1G75950.1,S phase kinase-associated protein 1,1.179760918,0.003785655
P56773,ATCG00720.1,photosynthetic electron transfer B,1.179661281,0.378131102
C0LGP4,AT3G47570.1,Leucine-rich repeat protein kinase family protein,1.179012513,0.23187063
Q9C9B5,AT1G73940.1,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G49410.2); Has 54 Blast hits to 54 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 54; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,1.178934628,0.058544931
Q501E6,AT5G25250.1,SPFH/Band 7/PHB domain-containing membrane-associated protein family,1.178894082,0.004411726
O49654,AT4G22730.1,Leucine-rich repeat protein kinase family protein,1.178584575,0.093725371
Q8VXX4,AT5G27740.1,ATPase family associated with various cellular activities (AAA),1.177824643,0.002893084
Q9FVQ1,AT1G48920.1,nucleolin like 1,1.177459172,0.001678386
Q8RWW9,AT5G25590.1,Protein of unknown function (DUF630 and DUF632),1.177244518,0.011898523
O24456,AT1G18080.1,Transducin/WD40 repeat-like superfamily protein,1.177027334,0.00061311
Q94K05,AT3G03960.1,TCP-1/cpn60 chaperonin family protein,1.176980198,0.000518819
Q9LYR4,AT5G13420.1,Aldolase-type TIM barrel family protein,1.175726342,0.015923075
Q9FGT8,AT5G58070.1,temperature-induced lipocalin,1.175445312,0.021160881
Q94BT0,AT5G20280.1,sucrose phosphate synthase 1F,1.17519193,0.002967432
Q8RXN6,AT1G60170.1,pre-mRNA processing ribonucleoprotein binding region-containing protein,1.174715491,0.012075347
Q9C4Z7,AT1G69390.1,homologue of bacterial MinE 1,1.174626634,0.059746496
Q9SCU1,AT3G51670.1,SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein,1.174404356,0.016485149
Q9M8W5,AT3G04090.1,small and basic intrinsic protein 1A,1.174171502,0.023381797
B3H5B3,AT2G26890.1,DNAJ heat shock N-terminal domain-containing protein,1.173767646,0.036739167
P49693,AT4G02230.1,Ribosomal protein L19e family protein,1.173470032,0.008874753
Q84K16,AT1G23900.1,gamma-adaptin 1,1.173330291,0.082127879
Q9ZW85,AT2G43090.1,Aconitase/3-isopropylmalate dehydratase protein,1.172805289,0.017161815
Q8LG50,AT3G57650.1,lysophosphatidyl acyltransferase 2,1.172669953,0.017631052
P56797,ATCG00160.1,ribosomal protein S2,1.171199113,0.005244722
O80678,AT2G41060.1,RNA-binding (RRM/RBD/RNP motifs) family protein,1.171041665,0.018931979
O48802,AT1G62390.1,Octicosapeptide/Phox/Bem1p (PB1) domain-containing protein / tetratricopeptide repeat (TPR)-containing protein,1.17088923,0.007958999
Q9SU21,AT4G12650.1,Endomembrane protein 70 protein family,1.170812493,0.036309673
Q9FR96,AT1G36180.1,acetyl-CoA carboxylase 2,1.169002713,0.014428783
Q9FJH6,AT5G60790.1,ABC transporter family protein,1.168747184,0.037702729
O22975,AT4G24160.1,alpha/beta-Hydrolases superfamily protein,1.168708026,0.047696811
Q9C7H2,AT1G72090.1,Methylthiotransferase,1.168277385,0.001076632
O80860,AT2G30950.1,FtsH extracellular protease family,1.167999647,0.029568211
Q9M9W1,AT3G05560.2,Ribosomal L22e protein family,1.167356663,0.002684643
Q9LYG2,AT5G11680.1,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cytosol, plasma membrane; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: WW-domain-binding protein (InterPro:IPR018826); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",1.166970232,0.09166489
Q4V3B8,AT2G43070.1,SIGNAL PEPTIDE PEPTIDASE-LIKE 3,1.166699122,0.027245161
P32961,AT3G44310.3,nitrilase 1,1.165941653,0.089738771
Q94FY7,AT4G32770.1,"tocopherol cyclase, chloroplast / vitamin E deficient 1 (VTE1) / sucrose export defective 1 (SXD1)",1.165772651,0.09693736
Q1H5B1,AT5G44000.1,Glutathione S-transferase family protein,1.165714613,0.010623277
Q8L8W6,AT3G02190.1,Ribosomal protein L39 family protein,1.165456811,0.157005086
Q9C9N4,AT1G66820.1,glycine-rich protein,1.165005222,0.180103366
Q56Y85,AT3G59990.4,methionine aminopeptidase 2B,1.164189289,0.085148515
Q9CB01,AT3G54840.1,Ras-related small GTP-binding family protein,1.163499946,0.016646761
Q9SRQ6,AT3G03520.1,non-specific phospholipase C3,1.162410971,0.000858543
Q8L539,AT5G13050.1,5-formyltetrahydrofolate cycloligase,1.161784462,0.070742563
Q3EAK1,AT3G53780.2,RHOMBOID-like protein 4,1.161780441,0.047179219
Q00218,AT4G33510.1,3-deoxy-d-arabino-heptulosonate 7-phosphate synthase,1.161325571,0.031815704
Q9ZRE2,AT3G11730.1,Ras-related small GTP-binding family protein,1.160899418,0.017940764
P93832,AT1G80560.1,isopropylmalate dehydrogenase 2,1.160481426,0.049532461
Q8GXB1,AT2G17695.2,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; CONTAINS InterPro DOMAIN/s: Domain of unknown function DUF1990 (InterPro:IPR018960); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,1.16037516,0.073091851
P31265,AT3G16640.1,translationally controlled tumor protein,1.159823434,0.003401408
Q9LPM3,AT1G50020.1,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast thylakoid membrane, chloroplast; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; Has 72 Blast hits to 72 proteins in 27 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 72; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",1.159542777,0.006980454
Q9C6B2,AT1G47240.1,NRAMP metal ion transporter 2,1.159085063,0.025329311
Q9LVA0,AT5G62390.1,BCL-2-associated athanogene 7,1.158012723,0.220192158
P51427,AT3G11940.2,ribosomal protein 5A,1.157930361,0.027349173
Q9LVW7,AT3G27740.1,carbamoyl phosphate synthetase A,1.157673237,0.014730714
Q8VZF3,AT2G47390.1,Prolyl oligopeptidase family protein,1.157515547,0.017684759
Q7G192,AT3G43600.1,aldehyde oxidase 2,1.155841276,0.624464565
Q0WPT7,AT2G41040.1,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,1.15582123,0.003351859
O80575,AT2G44050.1,"6,7-dimethyl-8-ribityllumazine synthase / DMRL synthase / lumazine synthase / riboflavin synthase",1.155812946,0.25107507
Q8LGI3,AT1G30825.1,"Arp2/3 complex, 34 kD subunit p34-Arc",1.155599976,0.0124533
Q8LE52,AT5G16710.1,dehydroascorbate reductase 1,1.155487296,0.125249726
Q945Q1,AT5G12140.1,cystatin-1,1.154712375,0.287793767
O22957,AT2G34040.1,Apoptosis inhibitory protein 5 (API5),1.154495827,0.126431759
Q9FH46,AT5G61970.1,signal recognition particle-related / SRP-related,1.15371954,0.000831999
Q9LHA3,AT3G28720.1,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G58100.1); Has 1610 Blast hits to 344 proteins in 85 species: Archae - 0; Bacteria - 567; Metazoa - 95; Fungi - 71; Plants - 145; Viruses - 0; Other Eukaryotes - 732 (source: NCBI BLink).,1.153423199,0.081109653
Q940Y8,AT3G16060.1,ATP binding microtubule motor family protein,1.153315008,0.034216805
Q9M1J8,AT3G57000.1,nucleolar essential protein-related,1.153043826,0.043796196
Q9M0V4,AT4G05410.1,Transducin/WD40 repeat-like superfamily protein,1.152513434,0.007314652
Q8LPK7,AT1G24560.1,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G49055.1); Has 71940 Blast hits to 38124 proteins in 2481 species: Archae - 1358; Bacteria - 12126; Metazoa - 32861; Fungi - 6786; Plants - 4024; Viruses - 195; Other Eukaryotes - 14590 (source: NCBI BLink).,1.151975472,0.014334072
Q9FMN8,AT5G12260.1,BEST Arabidopsis thaliana protein match is: glycosyltransferase family protein 2 (TAIR:AT5G60700.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,1.151500121,0.155254923
Q5XF12,AT1G65020.1,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endoplasmic reticulum, plasma membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: NERD (InterPro:IPR011528); Has 69 Blast hits to 69 proteins in 27 species: Archae - 0; Bacteria - 18; Metazoa - 8; Fungi - 0; Plants - 36; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink).",1.150519787,0.170601803
Q9FG87,AT5G43760.1,3-ketoacyl-CoA synthase 20,1.150342967,0.396736848
Q8LA96,AT4G17720.1,RNA-binding (RRM/RBD/RNP motifs) family protein,1.14904946,0.099076069
Q93ZV8,AT1G10510.1,RNI-like superfamily protein,1.148241225,0.011823665
Q9ZRW8,AT1G78380.1,glutathione S-transferase TAU 19,1.148148396,0.02022976
Q9SEU8,AT4G03520.1,Thioredoxin superfamily protein,1.147553581,0.181603571
Q9LII1,AT3G18580.1,"Nucleic acid-binding, OB-fold-like protein",1.147430666,0.053327487
P42644,AT5G38480.1,general regulatory factor 3,1.147233386,0.131363295
Q9M024,AT5G01500.1,thylakoid ATP/ADP carrier,1.146398677,0.032232184
Q9M7X9,AT3G06730.1,Thioredoxin z,1.146157181,0.160804806
Q39221,AT2G01470.1,SEC12P-like 2 protein,1.145943895,0.057820914
Q9M356,AT3G61820.1,Eukaryotic aspartyl protease family protein,1.145747713,0.063221719
Q84W56,AT5G63420.1,RNA-metabolising metallo-beta-lactamase family protein,1.145686504,0.038093254
Q9LS48,AT3G18420.1,Protein prenylyltransferase superfamily protein,1.145313505,0.007170197
Q8W4E1,AT1G12770.1,P-loop containing nucleoside triphosphate hydrolases superfamily protein,1.145280208,0.099779165
Q93YU5,AT3G10380.1,subunit of exocyst complex 8,1.144877671,0.001731819
P34789,AT5G64140.1,ribosomal protein S28,1.144457454,0.059270092
O80668,AT2G41190.1,Transmembrane amino acid transporter family protein,1.144411139,0.124358446
Q96255,AT4G35630.1,phosphoserine aminotransferase,1.144063166,0.059235268
Q39251,AT3G46000.1,actin depolymerizing factor 2,1.143616425,0.171060286
Q9SSR1,AT1G52590.1,Putative thiol-disulphide oxidoreductase DCC,1.141977988,0.024836312
Q9FE58,AT5G27770.1,Ribosomal L22e protein family,1.141326975,0.005591226
O22969,AT2G34160.1,Alba DNA/RNA-binding protein,1.141291829,0.069860931
Q7Y1W1,AT5G01590.1,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast, chloroplast envelope; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 60 Blast hits to 59 proteins in 31 species: Archae - 0; Bacteria - 20; Metazoa - 1; Fungi - 2; Plants - 33; Viruses - 0; Other Eukaryotes - 4 (source: NCBI BLink).",1.141174423,0.195760816
Q9SHC8,AT2G45140.1,plant VAP homolog 12,1.140138183,0.006438561
P05466,AT2G45300.1,"RNA 3'-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta",1.140088969,0.070035514
Q9SZ83,AT4G09670.1,Oxidoreductase family protein,1.138283073,0.003931872
Q9FED2,AT5G50720.1,HVA22 homologue E,1.138252635,0.088715936
Q84K46,AT1G27330.1,Ribosome associated membrane protein RAMP4,1.138092048,0.007940661
Q9FGM0,AT5G53170.1,FTSH protease 11,1.138055393,0.056553905
Q8LAM2,AT4G14930.1,Survival protein SurE-like phosphatase/nucleotidase,1.13798964,0.010895575
Q9SZQ5,AT4G29830.1,Transducin/WD40 repeat-like superfamily protein,1.137216449,0.07729594
Q9FF84,AT5G04895.1,DEA(D/H)-box RNA helicase family protein,1.137158897,0.266893202
Q9FXD4,AT1G67680.1,SRP72 RNA-binding domain,1.137132267,0.011194919
O65490,AT4G35380.1,SEC7-like guanine nucleotide exchange family protein,1.136845443,0.721989663
Q9LZR5,AT5G03740.1,histone deacetylase 2C,1.136720205,0.054148252
Q8L798,AT1G19110.1,inter-alpha-trypsin inhibitor heavy chain-related,1.135452425,0.326997336
Q9FNA1,AT5G13720.1,Uncharacterised protein family (UPF0114),1.135187156,0.235050599
P60040,AT2G01250.1,Ribosomal protein L30/L7 family protein,1.134942709,0.004803644
