"","uniprot","Protein.Acc","Protein.Descriptions","up.low","P.value..up.low.","iso_id","uniprot_seq_length","uniprot_seq_md5","coordinate_id","provider","from","to","template","qmean","qmean_norm","seqid","url"
"1438","Q56WN1","AT5G37600.1","glutamine synthase clone R1","1.261616561","0.117520622","356","b099ab6faaaae584c52caea7661a0d0c","5efd860e832be5cbde818c04","SWISSMODEL","3","355","2d3a.1.A","0.7227386139","0.7888619003","87.0786514282","https://swissmodel.expasy.org/repository/uniprot/Q56WN1.pdb?provider=swissmodel&from=3&to=355&template=2d3a.1.A&provider=swissmodel","Q56WN1"
"1439","Q56X52","AT4G22260.1","Alternative oxidase family protein","1.108739139","0.070517434","351","f4231b63e42ae3085fbb10e8eaba7713","59f1f73aad01f0a6f489aaa2","SWISSMODEL","70","211","3vva.2.A","-4.60885454","0.5431009117","12.1212120056","https://swissmodel.expasy.org/repository/uniprot/Q56X52.pdb?provider=swissmodel&from=70&to=211&template=3vva.2.A&provider=swissmodel","Q56X52"
"1440","Q56X76","AT4G09730.1","RH39","1.0886632","0.022369719","621","18af5e8dc129b70e11d8cd397bdf542f","5f004fe2d79bff6b75198218","SWISSMODEL","109","494","4w7s.1.B","-3.1310759736","0.65830391","28.4960422516","https://swissmodel.expasy.org/repository/uniprot/Q56X76.pdb?provider=swissmodel&from=109&to=494&template=4w7s.1.B&provider=swissmodel","Q56X76"
"1441","Q56X76","AT4G09730.1","RH39","1.0886632","0.022369719","621","18af5e8dc129b70e11d8cd397bdf542f","5f004fe3d79bff6b75198228","SWISSMODEL","110","492","4d25.1.A","-2.5861502877","0.6791974727","31.0160427094","https://swissmodel.expasy.org/repository/uniprot/Q56X76.pdb?provider=swissmodel&from=110&to=492&template=4d25.1.A&provider=swissmodel","Q56X76"
"1442","Q56X76","AT4G09730.1","RH39","1.0886632","0.022369719","621","18af5e8dc129b70e11d8cd397bdf542f","5f004fe3d79bff6b75198224","SWISSMODEL","108","493","6y53.1.D","-2.6513835437","0.6756261106","28.9189186096","https://swissmodel.expasy.org/repository/uniprot/Q56X76.pdb?provider=swissmodel&from=108&to=493&template=6y53.1.D&provider=swissmodel","Q56X76"
"1443","Q56X76","AT4G09730.1","RH39","1.0886632","0.022369719","621","18af5e8dc129b70e11d8cd397bdf542f","5f004fe2d79bff6b75198210","SWISSMODEL","109","493","6uv0.1.A","-3.0131707237","0.6641000869","30.9973049164","https://swissmodel.expasy.org/repository/uniprot/Q56X76.pdb?provider=swissmodel&from=109&to=493&template=6uv0.1.A&provider=swissmodel","Q56X76"
"1444","Q56X76","AT4G09730.1","RH39","1.0886632","0.022369719","621","18af5e8dc129b70e11d8cd397bdf542f","5f004fe2d79bff6b75198220","SWISSMODEL","109","493","5dtu.1.A","-2.6693711957","0.6764069294","28.6089229584","https://swissmodel.expasy.org/repository/uniprot/Q56X76.pdb?provider=swissmodel&from=109&to=493&template=5dtu.1.A&provider=swissmodel","Q56X76"
"1445","Q56X76","AT4G09730.1","RH39","1.0886632","0.022369719","621","18af5e8dc129b70e11d8cd397bdf542f","5f004fe2d79bff6b75198214","SWISSMODEL","109","494","4w7s.1.A","-2.6934747255","0.6741061536","28.4960422516","https://swissmodel.expasy.org/repository/uniprot/Q56X76.pdb?provider=swissmodel&from=109&to=494&template=4w7s.1.A&provider=swissmodel","Q56X76"
"1446","Q56X76","AT4G09730.1","RH39","1.0886632","0.022369719","621","18af5e8dc129b70e11d8cd397bdf542f","5f004fe2d79bff6b7519821c","SWISSMODEL","111","517","4ljy.1.A","-4.9237559807","0.5988767113","31.7708339691","https://swissmodel.expasy.org/repository/uniprot/Q56X76.pdb?provider=swissmodel&from=111&to=517&template=4ljy.1.A&provider=swissmodel","Q56X76"
"1447","Q56X76","AT4G09730.1","RH39","1.0886632","0.022369719","621","18af5e8dc129b70e11d8cd397bdf542f","5f004fe3d79bff6b75198230","SWISSMODEL","109","493","6ah0.1.s","-2.6006115237","0.6788682895","27.8947372437","https://swissmodel.expasy.org/repository/uniprot/Q56X76.pdb?provider=swissmodel&from=109&to=493&template=6ah0.1.s&provider=swissmodel","Q56X76"
"1448","Q56X76","AT4G09730.1","RH39","1.0886632","0.022369719","621","18af5e8dc129b70e11d8cd397bdf542f","5f004fe3d79bff6b7519822c","SWISSMODEL","109","493","6qw6.1.X","-2.0325137842","0.6992042376","27.8947372437","https://swissmodel.expasy.org/repository/uniprot/Q56X76.pdb?provider=swissmodel&from=109&to=493&template=6qw6.1.X&provider=swissmodel","Q56X76"
"1449","Q56XG7","AT4G36945.1","PLC-like phosphodiesterases superfamily protein","1.761101792","4.11598e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1450","Q56XR7","AT3G25480.1","Rhodanese/Cell cycle control phosphatase superfamily protein","1.020191721","0.810293549","264","684a8fad2f2e144b18f9f557040d21b1","5eff2ac9974ed7cc9308b310","SWISSMODEL","123","230","2dcq.1.A","-2.493818802","0.6552733102","49.0740737915","https://swissmodel.expasy.org/repository/uniprot/Q56XR7.pdb?provider=swissmodel&from=123&to=230&template=2dcq.1.A&provider=swissmodel","Q56XR7"
"1451","Q56Y17","AT2G28310.2","Protein of unknown function (DUF707)","0.705734468","0.000242935","374","6fd2eec5b67c13710600c7a9f82d8721","5b1526a502efd049821f4d9b","SWISSMODEL","189","328","5ajp.1.A","-4.5883345672","0.5393258144","9.4202899933","https://swissmodel.expasy.org/repository/uniprot/Q56Y17.pdb?provider=swissmodel&from=189&to=328&template=5ajp.1.A&provider=swissmodel","Q56Y17"
"1452","Q56Y85","AT3G59990.4","methionine aminopeptidase 2B","1.164189289","0.085148515","439","c0106262acce6666a18c34aa090647de","5efe88973cf47de5f62f8a78","SWISSMODEL","76","439","5cls.1.A","-0.1601280228","0.7680196437","72.8767089844","https://swissmodel.expasy.org/repository/uniprot/Q56Y85.pdb?provider=swissmodel&from=76&to=439&template=5cls.1.A&provider=swissmodel","Q56Y85"
"1453","Q56YB8","AT5G18520.1","Lung seven transmembrane receptor family protein","1.447845316","0.002064942","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1454","Q56YN8","AT2G27170.2","Structural maintenance of chromosomes (SMC) family protein","2.321439147","5.31885e-05","1204","5c465d69648ac6f5bea8b6fd2b114fe0","5f0220adcc69c54553114cdb","SWISSMODEL","944","1197","5xns.1.A","-2.2364525907","0.6849054868","33.6283187866","https://swissmodel.expasy.org/repository/uniprot/Q56YN8.pdb?provider=swissmodel&from=944&to=1197&template=5xns.1.A&provider=swissmodel","Q56YN8"
"1455","Q56YN8","AT2G27170.2","Structural maintenance of chromosomes (SMC) family protein","2.321439147","5.31885e-05","1204","5c465d69648ac6f5bea8b6fd2b114fe0","5f0220adcc69c54553114ceb","SWISSMODEL","480","734","4rsj.1.A","-1.5336596707","0.71387693","32.9113922119","https://swissmodel.expasy.org/repository/uniprot/Q56YN8.pdb?provider=swissmodel&from=480&to=734&template=4rsj.1.A&provider=swissmodel","Q56YN8"
"1456","Q56YN8","AT2G27170.2","Structural maintenance of chromosomes (SMC) family protein","2.321439147","5.31885e-05","1204","5c465d69648ac6f5bea8b6fd2b114fe0","5f0220adcc69c54553114cdf","SWISSMODEL","1","223","5xei.1.A","-1.6825609661","0.7119114414","30.3167419434","https://swissmodel.expasy.org/repository/uniprot/Q56YN8.pdb?provider=swissmodel&from=1&to=223&template=5xei.1.A&provider=swissmodel","Q56YN8"
"1457","Q56YN8","AT2G27170.2","Structural maintenance of chromosomes (SMC) family protein","2.321439147","5.31885e-05","1204","5c465d69648ac6f5bea8b6fd2b114fe0","5f0220adcc69c54553114cef","SWISSMODEL","473","697","6wg6.1.D","-0.0665615078","0.7761087482","37.6623382568","https://swissmodel.expasy.org/repository/uniprot/Q56YN8.pdb?provider=swissmodel&from=473&to=697&template=6wg6.1.D&provider=swissmodel","Q56YN8"
"1458","Q56YN8","AT2G27170.2","Structural maintenance of chromosomes (SMC) family protein","2.321439147","5.31885e-05","1204","5c465d69648ac6f5bea8b6fd2b114fe0","5f0220adcc69c54553114cf3","SWISSMODEL","521","737","4rsi.1.A","-3.6577827319","0.6330194463","27.5862064362","https://swissmodel.expasy.org/repository/uniprot/Q56YN8.pdb?provider=swissmodel&from=521&to=737&template=4rsi.1.A&provider=swissmodel","Q56YN8"
"1459","Q56YN8","AT2G27170.2","Structural maintenance of chromosomes (SMC) family protein","2.321439147","5.31885e-05","1204","5c465d69648ac6f5bea8b6fd2b114fe0","5f0220adcc69c54553114ce7","SWISSMODEL","521","726","4rsi.1.B","-3.3411835994","0.6459716578","22.9268283844","https://swissmodel.expasy.org/repository/uniprot/Q56YN8.pdb?provider=swissmodel&from=521&to=726&template=4rsi.1.B&provider=swissmodel","Q56YN8"
"1460","Q56YN8","AT2G27170.2","Structural maintenance of chromosomes (SMC) family protein","2.321439147","5.31885e-05","1204","5c465d69648ac6f5bea8b6fd2b114fe0","5f0220adcc69c54553114ce3","SWISSMODEL","1","205","6qj0.1.A","-2.4089573451","0.6826877681","32.2274894714","https://swissmodel.expasy.org/repository/uniprot/Q56YN8.pdb?provider=swissmodel&from=1&to=205&template=6qj0.1.A&provider=swissmodel","Q56YN8"
"1461","Q56Z59","AT1G72160.1","Sec14p-like phosphatidylinositol transfer family protein","1.564896711","0.002371997","490","b02e844ee2942cb697c07e0624083506","5eff54242033c1c568d41bbd","SWISSMODEL","112","489","4uyb.1.A","-3.7757382481","0.6364165084","26.780626297","https://swissmodel.expasy.org/repository/uniprot/Q56Z59.pdb?provider=swissmodel&from=112&to=489&template=4uyb.1.A&provider=swissmodel","Q56Z59"
"1462","Q56Z59","AT1G72160.1","Sec14p-like phosphatidylinositol transfer family protein","1.564896711","0.002371997","490","b02e844ee2942cb697c07e0624083506","5eff54242033c1c568d41bc1","SWISSMODEL","154","393","1r5l.1.A","-4.8914460497","0.5760956966","26.8181819916","https://swissmodel.expasy.org/repository/uniprot/Q56Z59.pdb?provider=swissmodel&from=154&to=393&template=1r5l.1.A&provider=swissmodel","Q56Z59"
"1463","Q56Z59","AT1G72160.1","Sec14p-like phosphatidylinositol transfer family protein","1.564896711","0.002371997","490","b02e844ee2942cb697c07e0624083506","5eff54242033c1c568d41bc5","SWISSMODEL","100","371","4m8z.1.A","-4.1427762704","0.6068128939","30.46875","https://swissmodel.expasy.org/repository/uniprot/Q56Z59.pdb?provider=swissmodel&from=100&to=371&template=4m8z.1.A&provider=swissmodel","Q56Z59"
"1464","Q56ZI2","AT1G22530.1","PATELLIN 2","1.729250508","0.001837511","683","d9da9be3c4d01cd52d79c9d577e8e177","5f00b6fb5768c984d94011dc","SWISSMODEL","363","683","4uyb.1.A","-3.3006687116","0.6546113729","21.7252388","https://swissmodel.expasy.org/repository/uniprot/Q56ZI2.pdb?provider=swissmodel&from=363&to=683&template=4uyb.1.A&provider=swissmodel","Q56ZI2"
"1465","Q56ZI2","AT1G22530.1","PATELLIN 2","1.729250508","0.001837511","683","d9da9be3c4d01cd52d79c9d577e8e177","5f00b6fc5768c984d94011e4","SWISSMODEL","364","667","4uyb.1.A","-4.0196932399","0.6269194691","28.0276813507","https://swissmodel.expasy.org/repository/uniprot/Q56ZI2.pdb?provider=swissmodel&from=364&to=667&template=4uyb.1.A&provider=swissmodel","Q56ZI2"
"1466","Q56ZI2","AT1G22530.1","PATELLIN 2","1.729250508","0.001837511","683","d9da9be3c4d01cd52d79c9d577e8e177","5f00b6fb5768c984d94011e0","SWISSMODEL","355","585","1oiz.1.A","-3.8627756397","0.6212666493","28.019323349","https://swissmodel.expasy.org/repository/uniprot/Q56ZI2.pdb?provider=swissmodel&from=355&to=585&template=1oiz.1.A&provider=swissmodel","Q56ZI2"
"1467","Q56ZN6","AT1G78920.2","vacuolar H+-pyrophosphatase 2","1.016023431","0.912371946","802","80a07a735ac3fa16fc1de28e8faa8f37","5f011bc3825dcfe870af84dd","SWISSMODEL","63","801","6afx.1.A","-3.7286305828","0.6331199635","39.7398834229","https://swissmodel.expasy.org/repository/uniprot/Q56ZN6.pdb?provider=swissmodel&from=63&to=801&template=6afx.1.A&provider=swissmodel","Q56ZN6"
"1468","Q56ZQ3","AT2G14720.1","vacuolar sorting receptor 4","1.495109336","0.000393839","628","2f6d4ab00cb1ae9c684947f5c7be661c","5f0059367168c731e1f377e6","SWISSMODEL","399","559","6pog.1.B","-4.0924699836","0.5870167519","28.2608699799","https://swissmodel.expasy.org/repository/uniprot/Q56ZQ3.pdb?provider=swissmodel&from=399&to=559&template=6pog.1.B&provider=swissmodel","Q56ZQ3"
"1469","Q56ZQ3","AT2G14720.1","vacuolar sorting receptor 4","1.495109336","0.000393839","628","2f6d4ab00cb1ae9c684947f5c7be661c","5f0059367168c731e1f377d2","SWISSMODEL","399","553","6pog.1.B","-3.1488020998","0.6224575949","28.7878780365","https://swissmodel.expasy.org/repository/uniprot/Q56ZQ3.pdb?provider=swissmodel&from=399&to=553&template=6pog.1.B&provider=swissmodel","Q56ZQ3"
"1470","Q56ZQ3","AT2G14720.1","vacuolar sorting receptor 4","1.495109336","0.000393839","628","2f6d4ab00cb1ae9c684947f5c7be661c","5f0059367168c731e1f377da","SWISSMODEL","25","187","4tjv.1.A","0.1765173365","0.7881418719","71.1656417847","https://swissmodel.expasy.org/repository/uniprot/Q56ZQ3.pdb?provider=swissmodel&from=25&to=187&template=4tjv.1.A&provider=swissmodel","Q56ZQ3"
"1471","Q56ZQ3","AT2G14720.1","vacuolar sorting receptor 4","1.495109336","0.000393839","628","2f6d4ab00cb1ae9c684947f5c7be661c","5f0059367168c731e1f377ce","SWISSMODEL","417","560","4c16.1.A","-4.0553624102","0.5765323179","24.1666660309","https://swissmodel.expasy.org/repository/uniprot/Q56ZQ3.pdb?provider=swissmodel&from=417&to=560&template=4c16.1.A&provider=swissmodel","Q56ZQ3"
"1472","Q56ZQ3","AT2G14720.1","vacuolar sorting receptor 4","1.495109336","0.000393839","628","2f6d4ab00cb1ae9c684947f5c7be661c","5f0059367168c731e1f377de","SWISSMODEL","419","550","5uk5.1.A","-3.9765646828","0.568832799","28.4482765198","https://swissmodel.expasy.org/repository/uniprot/Q56ZQ3.pdb?provider=swissmodel&from=419&to=550&template=5uk5.1.A&provider=swissmodel","Q56ZQ3"
"1473","Q56ZQ3","AT2G14720.1","vacuolar sorting receptor 4","1.495109336","0.000393839","628","2f6d4ab00cb1ae9c684947f5c7be661c","5f0059367168c731e1f377e2","SWISSMODEL","399","550","5fma.2.A","-3.1085862674","0.6257619195","27.1186447144","https://swissmodel.expasy.org/repository/uniprot/Q56ZQ3.pdb?provider=swissmodel&from=399&to=550&template=5fma.2.A&provider=swissmodel","Q56ZQ3"
"1474","Q56ZQ3","AT2G14720.1","vacuolar sorting receptor 4","1.495109336","0.000393839","628","2f6d4ab00cb1ae9c684947f5c7be661c","5f0059367168c731e1f377ee","SWISSMODEL","415","559","2w86.1.A","-2.8449645747","0.6413997569","28.2258071899","https://swissmodel.expasy.org/repository/uniprot/Q56ZQ3.pdb?provider=swissmodel&from=415&to=559&template=2w86.1.A&provider=swissmodel","Q56ZQ3"
"1475","Q56ZQ3","AT2G14720.1","vacuolar sorting receptor 4","1.495109336","0.000393839","628","2f6d4ab00cb1ae9c684947f5c7be661c","5f0059367168c731e1f377f2","SWISSMODEL","418","559","3gis.1.C","-3.9696508556","0.5796002616","28.6956520081","https://swissmodel.expasy.org/repository/uniprot/Q56ZQ3.pdb?provider=swissmodel&from=418&to=559&template=3gis.1.C&provider=swissmodel","Q56ZQ3"
"1476","Q56ZQ3","AT2G14720.1","vacuolar sorting receptor 4","1.495109336","0.000393839","628","2f6d4ab00cb1ae9c684947f5c7be661c","5f0059367168c731e1f377d6","SWISSMODEL","418","559","2rhp.1.A","-4.21663507","0.567000214","28.9256191254","https://swissmodel.expasy.org/repository/uniprot/Q56ZQ3.pdb?provider=swissmodel&from=418&to=559&template=2rhp.1.A&provider=swissmodel","Q56ZQ3"
"1477","Q56ZQ3","AT2G14720.1","vacuolar sorting receptor 4","1.495109336","0.000393839","628","2f6d4ab00cb1ae9c684947f5c7be661c","5f0059367168c731e1f377ea","SWISSMODEL","415","517","4xbm.2.A","-2.502916895","0.6617329494","25.8333339691","https://swissmodel.expasy.org/repository/uniprot/Q56ZQ3.pdb?provider=swissmodel&from=415&to=517&template=4xbm.2.A&provider=swissmodel","Q56ZQ3"
"1478","Q56ZZ7","AT5G16150.1","plastidic GLC translocator","1.604023863","0.000469617","546","4f93ee4626b9de5cc83635cfa96e627a","5c93aaded60c59739d9f988e","SWISSMODEL","104","544","4zw9.1.A","-3.6311863524","0.649481277","31.3636360168","https://swissmodel.expasy.org/repository/uniprot/Q56ZZ7.pdb?provider=swissmodel&from=104&to=544&template=4zw9.1.A&provider=swissmodel","Q56ZZ7"
"1479","Q570K7","AT5G27330.1","Prefoldin chaperone subunit family protein","0.567153909","1.42705e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1480","Q570X6","AT1G52600.1","Peptidase S24/S26A/S26B/S26C family protein","1.110077485","0.273321198","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1481","Q5E924","AT1G16300.1","glyceraldehyde-3-phosphate dehydrogenase of plastid 2","0.885953029","0.095437447","420","6cd32941e00e0db5eba8ad1a638d8570","5a5437f07f4bf923e97e1547","SWISSMODEL","83","414","3e5r.1.A","-0.4676648267","0.7513550671","72.8915634155","https://swissmodel.expasy.org/repository/uniprot/Q5E924.pdb?provider=swissmodel&from=83&to=414&template=3e5r.1.A&provider=swissmodel","Q5E924"
"1482","Q5M729","AT1G54220.1","Dihydrolipoamide acetyltransferase, long form protein","0.887117569","0.078292895","539","ce0db4c310763a574ea2eea5cd10bc47","5effb5f18d421b6fb9719864","SWISSMODEL","304","538","6h55.1.A","-2.4373780023","0.680319815","47.775177002","https://swissmodel.expasy.org/repository/uniprot/Q5M729.pdb?provider=swissmodel&from=304&to=538&template=6h55.1.A&provider=swissmodel","Q5M729"
"1483","Q5M729","AT1G54220.1","Dihydrolipoamide acetyltransferase, long form protein","0.887117569","0.078292895","539","ce0db4c310763a574ea2eea5cd10bc47","5effb5f18d421b6fb9719868","SWISSMODEL","248","287","3dv0.1.E","0.8920494551","0.8664918749","34.8275871277","https://swissmodel.expasy.org/repository/uniprot/Q5M729.pdb?provider=swissmodel&from=248&to=287&template=3dv0.1.E&provider=swissmodel","Q5M729"
"1484","Q5PNY9","AT1G48460.1","unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast envelope; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G63040.1); Has 60 Blast hits to 60 proteins in 14 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 60; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).","1.963247917","0.000161706","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1485","Q5S1W2","AT5G07300.1","Calcium-dependent phospholipid-binding Copine family protein","1.616658037","3.66953e-06","586","ca0376f74d0fa4722f4131cc0af22505","5efffc4c8e7dc1097633fd48","SWISSMODEL","326","578","6k86.1.A","-2.8112172235","0.6605019212","32.1888427734","https://swissmodel.expasy.org/repository/uniprot/Q5S1W2.pdb?provider=swissmodel&from=326&to=578&template=6k86.1.A&provider=swissmodel","Q5S1W2"
"1486","Q5XEP2","AT1G62740.1","stress-inducible protein, putative","1.459165358","0.000242158","571","5fff2ef565d47259482a619213edfbc5","5effe7bafb59d572f1a0b1ac","SWISSMODEL","2","489","3lca.1.A","-3.5401800886","0.6594550821","17.1296291351","https://swissmodel.expasy.org/repository/uniprot/Q5XEP2.pdb?provider=swissmodel&from=2&to=489&template=3lca.1.A&provider=swissmodel","Q5XEP2"
"1487","Q5XET8","AT5G33300.1","chromosome-associated kinesin-related","1.417445546","0.007419601","439","b19b27ea586c4be891b0925eb5140528","5efe8b7dd490cd6cf6f8546f","SWISSMODEL","23","142","6u42.441.YP","0.0723520121","0.7879509489","12.3966941833","https://swissmodel.expasy.org/repository/uniprot/Q5XET8.pdb?provider=swissmodel&from=23&to=142&template=6u42.441.YP&provider=swissmodel","Q5XET8"
"1488","Q5XET8","AT5G33300.1","chromosome-associated kinesin-related","1.417445546","0.007419601","439","b19b27ea586c4be891b0925eb5140528","5efe8b7dd490cd6cf6f8546b","SWISSMODEL","27","140","3uf1.1.A","-3.3739135363","0.6057432477","19.1919193268","https://swissmodel.expasy.org/repository/uniprot/Q5XET8.pdb?provider=swissmodel&from=27&to=140&template=3uf1.1.A&provider=swissmodel","Q5XET8"
"1489","Q5XET8","AT5G33300.1","chromosome-associated kinesin-related","1.417445546","0.007419601","439","b19b27ea586c4be891b0925eb5140528","5efe8b7dd490cd6cf6f85473","SWISSMODEL","27","140","6ec0.1.B","-3.630906679","0.5919553348","15.8536586761","https://swissmodel.expasy.org/repository/uniprot/Q5XET8.pdb?provider=swissmodel&from=27&to=140&template=6ec0.1.B&provider=swissmodel","Q5XET8"
